Comment,Predicted Class,Label
reason why ai win be go first,miscellaneous,6
hey kylie get program computer gues number work make program work have ad line import random def computerguesx randomnumber randomrandintx not sure how wil lok coment but get idea next game sure be great way learn language,miscellaneous,6
kylie be rock bling bling tho,miscellaneous,6
be realy hyped watch video saw dabreturned back youtube homepage,negative,2
hi can anyone explain what do 'leter leter ' part line mean ? thanks wordlist leter leter usedleters else ` leter word,interrogative,4
gues game run even input anything console spit yay computer gues number function gues xed corectlygues number everything be typed exactly idea ? ?,interrogative,4
awesome,positive,1
best fun python developer ever,positive,1
type fast,miscellaneous,6
try run second project give invalid syntax eror line have checked be corect elif line be highlight be use sublime text,miscellaneous,6
thanks kylie post i 'm beginer python but not program i 'm trouble computer gues number i 'm use pycharm window far guide declare gues global but there 's something else that 's require gues i 'l kep tie get back later,positive,1
be not get output rock paper scisor,negative,2
sadnes say binary code be machine language binary code be symbol,negative,2
can someone please love god help atribute eror i 'm minesweper code code be exact video be exact github code minus stuf kylie say be lok csv stuf etc kep get reason atributeror 'board ' object no atribute 'makenewboard ' indentation be exact fuck frustrate know what i 'm wrong,interrogative,4
level gap hangman game tic tac toe be way big go real quick,miscellaneous,6
dont wan na software enginer gogle wan na make game python smh,miscellaneous,6
hi i ’ m curently learn fundamental basic cod python would realy love start lean python profesional profitable way what should do next thank,interrogative,4
hey want make tic tac toe be sugestion it ?,interrogative,4
pycharm user tictactoe ad configuration gamepy run,miscellaneous,6
thanks kylie be wel do,positive,1
what be mean def getvalidwordwords hangman way thanks spectacular course,interrogative,4
be awesome,positive,1
note hoter girl cod vim mode,miscellaneous,6
first time thank somebody told u perfectly thank much,positive,1
hi kylie gues number er can not find reference 'randin ' randompyi lok like pycharm could not import function random do have tip import this ? thanks,interrogative,4
hi thanks tutorial found fascinate also amaze how simple game mechanic be but have program skil do find move quite diferent concept method be completely new would love detail theseparticularly whilst go tic tac toe ai minesweper sudoku but be stil great fun work troubleshot have go wrong finaly get program work might helpful future show snapshot code reference purpose wil come back video futurehopefuly wil have wel understand concept also come back last two concept think exercise be advanced beginerif be even thing either way thanks video,positive,1
god program but make scren font litle big,imperative,5
bro cute,positive,1
be incredible gem thanks much make video i 'l go every single one,positive,1
purpose be create relational database crms not much ned calculation wonder person not know much code which code be easy understand learn use vba python chance might have fre sample python template se how lok ?,interrogative,4
wow fre hand cod,positive,1
have no idea asa akira be programer,miscellaneous,6
kylie ying excelent job do thank contribute comunity kep,positive,1
awesome content thanks project wil least,positive,1
thanks lot,positive,1
fast,miscellaneous,6
understand folow chunk code can somebody please explain code userleter alphabet usedleters alphabet hyphen usedleters be confuse,interrogative,4
could someone explain what mean how use it ? doesn ’ t mean negative minus right ?,interrogative,4
honestly be least cringe dab i ’ ve se ima watch video,positive,1
thank lot useful,positive,1
um tictactoe unbeatable ai actualy beat ai,miscellaneous,6
hey kylie ying lok beautiful content i 'l go,positive,1
love girl,positive,1
isue madlib fcomputer program be adj make excite time fi 'm not sure why hapen instead string cary onto next line hit backwards slash be run window thought ? do ned tweak seting ? perhaps instal something ? thanks,interrogative,4
begin learn python wil learn,interrogative,4
cute,positive,1
why do computer gues code show eror gues ?,interrogative,4
next project make minecraft python standard library tkinter,miscellaneous,6
tictactoe ai geniuscomputer could lose human play first position gc position human gc human gc either anyhow gc lose yay,miscellaneous,6
th coment,miscellaneous,6
have fal love,positive,1
great content want stuf like,positive,1
hard first two project give confidence take whatever thought knew,positive,1
thank,positive,1
thanks show interest project learn new thing be amaze,positive,1
kylie be cutest python coder ever nice presentation,positive,1
can ’ t find twitch reason,miscellaneous,6
chinese people love code,miscellaneous,6
helo thank much video helpful study ran problem try second part v coder take fstring but late version what should do ?,interrogative,4
dab make sub super impresive,positive,1
great practice course learn python thank,positive,1
thanks knowledge,positive,1
thankyou help be advance python programerit 's due coder who teach cod,positive,1
